TIMESTAMP,KEY PRESSED
"04-05-2023, 23:17:27.173188",'y'
"04-05-2023, 23:17:27.284085",'s'
"04-05-2023, 23:17:27.716509",Key.backspace
"04-05-2023, 23:17:28.368913",Key.shift_r
"04-05-2023, 23:17:28.557217",'_'
"04-05-2023, 23:17:28.894274",'d'
"04-05-2023, 23:17:29.084926",'a'
"04-05-2023, 23:17:29.216965",'t'
"04-05-2023, 23:17:29.313785",'e'
"04-05-2023, 23:17:30.089610",Key.space
"04-05-2023, 23:17:30.285847",'='
"04-05-2023, 23:17:31.229886",Key.space
"04-05-2023, 23:17:34.502976",Key.ctrl_l
"04-05-2023, 23:17:35.011826",Key.ctrl_l
"04-05-2023, 23:17:35.043499",Key.ctrl_l
"04-05-2023, 23:17:35.063856",'\x03'
"04-05-2023, 23:17:35.948544",Key.ctrl_l
"04-05-2023, 23:17:36.430915",'\x16'
"04-05-2023, 23:17:42.826904",Key.left
"04-05-2023, 23:17:43.002104",Key.left
"04-05-2023, 23:17:43.384644",Key.right
"04-05-2023, 23:17:43.903960",Key.left
"04-05-2023, 23:17:44.094623",Key.left
"04-05-2023, 23:17:44.252833",Key.left
"04-05-2023, 23:17:44.517116",Key.left
"04-05-2023, 23:17:44.700931",Key.left
"04-05-2023, 23:17:45.153006",Key.backspace
"04-05-2023, 23:17:45.713503",Key.right
"04-05-2023, 23:17:45.867398",Key.right
"04-05-2023, 23:17:46.046902",Key.right
"04-05-2023, 23:17:46.210366",Key.right
"04-05-2023, 23:17:46.341583",Key.right
"04-05-2023, 23:17:46.838430",Key.shift_r
"04-05-2023, 23:17:47.348780",Key.shift_r
"04-05-2023, 23:17:47.383164",Key.shift_r
"04-05-2023, 23:17:47.415824",Key.shift_r
"04-05-2023, 23:17:47.447681",Key.shift_r
"04-05-2023, 23:17:47.480952",Key.shift_r
"04-05-2023, 23:17:47.512707",Key.shift_r
"04-05-2023, 23:17:47.544510",Key.shift_r
"04-05-2023, 23:17:47.577079",Key.shift_r
"04-05-2023, 23:17:47.611690",Key.shift_r
"04-05-2023, 23:17:47.636129",'('
"04-05-2023, 23:17:48.840970",Key.right
"04-05-2023, 23:17:49.410483",Key.left
"04-05-2023, 23:17:49.919144",Key.left
"04-05-2023, 23:17:49.951445",Key.left
"04-05-2023, 23:17:49.985402",Key.left
"04-05-2023, 23:17:50.017941",Key.left
"04-05-2023, 23:17:50.049963",Key.left
"04-05-2023, 23:17:50.081252",Key.left
"04-05-2023, 23:17:50.114004",Key.left
"04-05-2023, 23:17:50.149708",Key.left
"04-05-2023, 23:17:50.177940",Key.left
"04-05-2023, 23:17:50.213020",Key.left
"04-05-2023, 23:17:50.246652",Key.left
"04-05-2023, 23:17:50.279355",Key.left
"04-05-2023, 23:17:50.316543",Key.left
"04-05-2023, 23:17:50.345216",Key.left
"04-05-2023, 23:17:50.379279",Key.left
"04-05-2023, 23:17:50.410803",Key.left
"04-05-2023, 23:17:50.440341",Key.left
"04-05-2023, 23:17:50.476526",Key.left
"04-05-2023, 23:17:50.507636",Key.left
"04-05-2023, 23:17:50.540378",Key.left
"04-05-2023, 23:17:50.572057",Key.left
"04-05-2023, 23:17:50.605817",Key.left
"04-05-2023, 23:17:50.641440",Key.left
"04-05-2023, 23:17:50.670643",Key.left
"04-05-2023, 23:17:50.703229",Key.left
"04-05-2023, 23:17:51.442319",Key.backspace
"04-05-2023, 23:17:51.600665",Key.backspace
"04-05-2023, 23:17:51.777390",Key.backspace
"04-05-2023, 23:17:51.942463",Key.backspace
"04-05-2023, 23:18:00.131210",Key.ctrl_l
"04-05-2023, 23:18:00.502711",<191>
"04-05-2023, 23:18:02.261377",Key.shift_r
"04-05-2023, 23:18:02.426744",Key.enter
"04-05-2023, 23:18:02.831173",Key.enter
"04-05-2023, 23:18:03.276057",'p'
"04-05-2023, 23:18:03.548212",'r'
"04-05-2023, 23:18:03.639821",'i'
"04-05-2023, 23:18:03.761309",'n'
"04-05-2023, 23:18:03.854115",'t'
"04-05-2023, 23:18:04.087361",Key.enter
"04-05-2023, 23:18:04.973343",'t'
"04-05-2023, 23:18:05.039090",'o'
"04-05-2023, 23:18:05.626858",Key.enter
"04-05-2023, 23:18:06.288862",Key.ctrl_l
"04-05-2023, 23:18:06.761827",'\x13'
